Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	ANI Check status	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Stats Total Sequence Length	Assembly Stats Total Number of Chromosomes	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Scaffold N50	Assembly Stats Number of Scaffolds	Assembly Submitter	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Type Material Display Text	CheckM contamination
GCA_001548095.1	Gm3709_assembly_1.0	Geminocystis sp. NIES-3708	1615909	OK		NIES-3708					Annotation submitted by Toyohashi University of Technology	4042078	6	Complete Genome	2015-03-18		3883409	3883409	6	Toyohashi University of Technology	3688	3639		0.26
GCF_001548095.1	Gm3709_assembly_1.0	Geminocystis sp. NIES-3708	1615909	OK		NIES-3708					GCF_001548095.1-RS_2024_11_05	4042078	6	Complete Genome	2015-03-18		3883409	3883409	6	Toyohashi University of Technology	3635	3516		0.26
GCA_000478825.2	ASM47882v2	Synechocystis sp. PCC 6714	1147	Inconclusive		PCC 6714					Annotation submitted by University of Freiburg	3738889	4	Complete Genome	2014-07-09		3485441	3485441	4	University of Freiburg	3848	3800		1.78
GCF_000478825.2	ASM47882v2	Synechocystis sp. PCC 6714	1147	Inconclusive		PCC 6714					GCF_000478825.2-RS_2024_08_13	3738889	4	Complete Genome	2014-07-09		3485441	3485441	4	University of Freiburg	3537	3424		1.78
GCA_000179235.2	ASM17923v2	Synechococcus sp. CB0101	232348	Inconclusive		CB0101					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2789647	1	Complete Genome	2019-04-30		2789647	2789647	1	Gordon and Betty Moore Foundation Marine Microbiology Initiative	3023	2876		0.35
GCF_000179235.2	ASM17923v2	Synechococcus sp. CB0101	232348	Inconclusive		CB0101					GCF_000179235.2-RS_2024_08_23	2789647	1	Complete Genome	2019-04-30		2789647	2789647	1	Gordon and Betty Moore Foundation Marine Microbiology Initiative	3094	2995		0.35
GCA_000316665.1	ASM31666v1	Rivularia sp. PCC 7116	373994	Inconclusive		PCC 7116					Annotation submitted by DOE Joint Genome Institute	8728773	3	Complete Genome	2012-12-04		8698463	8698463	3	DOE Joint Genome Institute	6946	6644		1.1
GCF_000316665.1	ASM31666v1	Rivularia sp. PCC 7116	373994	Inconclusive		PCC 7116					GCF_000316665.1-RS_2024_08_22	8728773	3	Complete Genome	2012-12-04		8698463	8698463	3	DOE Joint Genome Institute	6789	6620		1.1
GCA_011769525.1	ASM1176952v1	Tolypothrix sp. PCC 7910	2099387	OK		PCC 7910					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8761534	7	Complete Genome	2020-03-30		8479123	8479123	7	Chungnam National Univ.	7072	6701		7.31
GCF_011769525.1	ASM1176952v1	Tolypothrix sp. PCC 7910	2099387	OK		PCC 7910					GCF_011769525.1-RS_2024_08_25	8761534	7	Complete Genome	2020-03-30		8479123	8479123	7	Chungnam National Univ.	7086	6831		7.31
GCA_038096175.1	Nostoc sp. UHCC0302	Nostoc sp. UHCC 0302	3134896	OK		UHCC 0302					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9587056	9	Complete Genome	2024-04-14		8388664	8388664	9	Department of Agriculture and Forestry, Microbiology, University of Helsinki	8373	7956		5.13
GCF_038096175.1	Nostoc sp. UHCC0302	Nostoc sp. UHCC 0302	3134896	OK		UHCC 0302					GCF_038096175.1-RS_2024_05_06	9587056	9	Complete Genome	2024-04-16		8388664	8388664	9	Department of Agriculture and Forestry, Microbiology, University of Helsinki	8492	8075		5.13
GCA_002949735.1	ASM294973v1	Nostoc sp. 'Peltigera membranacea cyanobiont' N6	1261031	OK		N6					Annotation submitted by University of Iceland	8898590	11	Complete Genome	2018-02-26		8214648	8214648	11	University of Iceland	7483	6767		1.91
GCF_002949735.1	ASM294973v1	Nostoc sp. 'Peltigera membranacea cyanobiont' N6	1261031	OK		N6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8898590	11	Complete Genome	2018-02-26		8214648	8214648	11	University of Iceland	7743	7399		1.91
GCA_013343235.1	ASM1334323v1	Nostoc sp. TCL240-02	2572090	OK					TCL240-02		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7887247	1	Complete Genome	2020-06-15		7887247	7887247	1	Boyce Thompson Institute	6772	6080		1.63
GCF_013343235.1	ASM1334323v1	Nostoc sp. TCL240-02	2572090	OK					TCL240-02		GCF_013343235.1-RS_2024_07_27	7887247	1	Complete Genome	2020-06-15		7887247	7887247	1	Boyce Thompson Institute	6907	6526		1.63
GCA_043099735.1	ASM4309973v1	Nostoc sp. C117	3349875	Inconclusive		C117						8449107	5	Complete Genome	2024-10-14		7883191	7883191	5	Boyce Thompson Institute, Boyce Thompson Institute				2.87
GCF_043099735.1	ASM4309973v1	Nostoc sp. C117	3349875	Inconclusive		C117					GCF_043099735.1-RS_2024_10_15	8449107	5	Complete Genome	2024-10-17		7883191	7883191	5	Boyce Thompson Institute, Boyce Thompson Institute	6931	6631		2.87
GCA_013393905.1	ASM1339390v1	Nostoc sp. C052	2576902	OK		C052					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9879831	9	Complete Genome	2020-07-08		7828336	7828336	9	Boyce Thompson Institute	8337	7645		2.75
GCF_013393905.1	ASM1339390v1	Nostoc sp. C052	2576902	OK		C052					GCF_013393905.1-RS_2024_08_31	9879831	9	Complete Genome	2020-07-08		7828336	7828336	9	Boyce Thompson Institute	8527	8174		2.75
GCA_013393925.1	ASM1339392v1	Nostoc sp. C057	2576903	OK		C057					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9234448	16	Complete Genome	2020-07-08		7495445	7495445	16	Boyce Thompson Institute	8058	7347		1.62
GCF_013393925.1	ASM1339392v1	Nostoc sp. C057	2576903	OK		C057					GCF_013393925.1-RS_2024_08_31	9234448	16	Complete Genome	2020-07-08		7495445	7495445	16	Boyce Thompson Institute	8158	7743		1.62
GCA_043099725.1	ASM4309972v1	Nostoc sp. C110	3349876	OK		C110						8366001	12	Complete Genome	2024-10-14		7175855	7175855	12	Boyce Thompson Institute, Boyce Thompson Institute				1
GCF_043099725.1	ASM4309972v1	Nostoc sp. C110	3349876	OK		C110					GCF_043099725.1-RS_2024_10_15	8366001	12	Complete Genome	2024-10-17		7175855	7175855	12	Boyce Thompson Institute, Boyce Thompson Institute	7168	6884		1
GCA_019976755.1	ASM1997675v1	Nostoc sp. MS1	2764711	Inconclusive		MS1					Annotation submitted by Tokyo Universtiy of Agriculture and Technology	7901148	6	Complete Genome	2021-09-10		7141037	7141037	6	Tokyo Universtiy of Agriculture and Technology	6911	6809		3.68
GCF_019976755.1	ASM1997675v1	Nostoc sp. MS1	2764711	Inconclusive		MS1					GCF_019976755.1-RS_2025_01_19	7901148	6	Complete Genome	2021-09-10		7141037	7141037	6	Tokyo Universtiy of Agriculture and Technology	7043	6770		3.68
GCA_002949795.1	ASM294979v1	Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'	1618022	OK		5183					Annotation submitted by University of Iceland	7339908	5	Complete Genome	2018-02-26		7061466	7061466	5	University of Iceland	6371	5522		2.24
GCF_002949795.1	ASM294979v1	Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'	1618022	OK		5183					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7339908	5	Complete Genome	2018-02-26		7061466	7061466	5	University of Iceland	6567	6214		2.24
GCA_000316575.1	ASM31657v1	Calothrix sp. PCC 7507	99598	Inconclusive		PCC 7507					Annotation submitted by JGI	7023215	1	Complete Genome	2012-12-04		7023215	7023215	1	JGI	6250	5950		1.6
GCF_000316575.1	ASM31657v1	Calothrix sp. PCC 7507	99598	Inconclusive		PCC 7507					GCF_000316575.1-RS_2024_08_13	7023215	1	Complete Genome	2012-12-04		7023215	7023215	1	JGI	6133	5945		1.6
GCA_032393985.1	ASM3239398v1	Fischerella sp. JS2	2597771	OK		JS2						7020691	1	Complete Genome	2023-10-05		7020691	7020691	1	University of Mississippi				3.33
GCF_032393985.1	ASM3239398v1	Fischerella sp. JS2	2597771	OK		JS2					GCF_032393985.1-RS_2024_11_06	7020691	1	Complete Genome	2023-10-05		7020691	7020691	1	University of Mississippi	6059	5775		3.33
GCA_009498015.1	ASM949801v1	Anabaena sp. YBS01	2490939	Inconclusive		YBS01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7013200	1	Complete Genome	2019-11-04		7013200	7013200	1	St. Edmund's College	5863	5539		0.45
GCF_009498015.1	ASM949801v1	Anabaena sp. YBS01	2490939	Inconclusive		YBS01					GCF_009498015.1-RS_2024_07_31	7013200	1	Complete Genome	2019-11-04		7013200	7013200	1	St. Edmund's College	5944	5760		0.45
GCA_002896875.1	ASM289687v1	Nostoc sp. CENA543	1869241	Inconclusive		CENA543					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7207640	6	Complete Genome	2018-01-24		6990729	6990729	6	University of Helsinki	6074	5831		1.41
GCF_002896875.1	ASM289687v1	Nostoc sp. CENA543	1869241	Inconclusive		CENA543					GCF_002896875.1-RS_2024_09_15	7207640	6	Complete Genome	2018-01-24		6990729	6990729	6	University of Helsinki	6149	5986		1.41
GCA_000317435.1	ASM31743v1	Calothrix sp. PCC 6303	1170562	Inconclusive		PCC 6303					Annotation submitted by JGI	6960392	4	Complete Genome	2012-12-06		6767834	6767834	4	JGI	5841	5535		1.73
GCF_000317435.1	ASM31743v1	Calothrix sp. PCC 6303	1170562	Inconclusive		PCC 6303					GCF_000317435.1-RS_2025_02_14	6960392	4	Complete Genome	2012-12-06		6767834	6767834	4	JGI	5791	5599		1.73
GCA_013393945.1	ASM1339394v1	Nostoc sp. TCL26-01	2576904	Inconclusive		TCL26-01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7387676	8	Complete Genome	2020-07-08		6765102	6765102	8	Boyce Thompson Institute	6419	5999		1.89
GCF_013393945.1	ASM1339394v1	Nostoc sp. TCL26-01	2576904	Inconclusive		TCL26-01					GCF_013393945.1-RS_2024_08_31	7387676	8	Complete Genome	2020-07-08		6765102	6765102	8	Boyce Thompson Institute	6425	6204		1.89
GCA_028623165.1	ASM2862316v1	Nostoc sp. UHCC 0926	3025190	OK		UHCC 0926					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8314159	7	Complete Genome	2023-02-15		6618685	6618685	7	University of Helsinki	7463	6968		3.23
GCF_028623165.1	ASM2862316v1	Nostoc sp. UHCC 0926	3025190	OK		UHCC 0926					GCF_028623165.1-RS_2024_03_25	8314159	7	Complete Genome	2023-02-15		6618685	6618685	7	University of Helsinki	7321	6882		3.23
GCA_904830925.1	P. pseudagardhii_No.713	Planktothrix pseudagardhii	132604	Inconclusive		No.713					Annotation submitted by Justus Liebig Universitat	6654737	2	Complete Genome	2022-06-30		6601744	6601744	2	Justus Liebig Universitat	5759	5695		11.34
GCF_904830925.1	P. pseudagardhii_No.713	Planktothrix pseudagardhii	132604	Inconclusive		No.713					GCF_904830925.1-RS_2024_07_26	6654737	2	Complete Genome	2022-06-30		6601744	6601744	2	Justus Liebig Universitat	5775	5577		11.34
GCA_047649235.1	FACHB-1624_genome	Leptolyngbya sp. FACHB-1624	2692802	OK		FACHB-1624					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6500472	1	Complete Genome	2025-02-11		6500472	6500472	1	School of Life Sciences, Central China Normal University	6169	6044		2.63
GCF_047649235.1	FACHB-1624_genome	Leptolyngbya sp. FACHB-1624	2692802	OK		FACHB-1624					GCF_047649235.1-RS_2025_02_12	6500472	1	Complete Genome	2025-02-13		6500472	6500472	1	School of Life Sciences, Central China Normal University	6170	6045		2.63
GCA_001548375.1	ASM154837v1	Nostoc sp. NIES-3756	1751286	Inconclusive		NIES-3756					Annotation submitted by Toyohashi University of Technology	6987571	3	Complete Genome	2015-11-18		6463965	6463965	3	Toyohashi University of Technology	6034	5954		2.18
GCF_001548375.1	ASM154837v1	Nostoc sp. NIES-3756	1751286	Inconclusive		NIES-3756					GCF_001548375.1-RS_2024_04_07	6987571	3	Complete Genome	2015-11-18		6463965	6463965	3	Toyohashi University of Technology	6079	5882		2.18
GCA_022063185.1	ASM2206318v1	Nostoc sp. UHCC 0870	2914041	Inconclusive		UHCC 0870					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7172241	12	Complete Genome	2022-02-08		6421060	6421060	12	University of Helsinki	6164	5901		1.06
GCF_022063185.1	ASM2206318v1	Nostoc sp. UHCC 0870	2914041	Inconclusive		UHCC 0870					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7172241	12	Complete Genome	2022-02-08		6421060	6421060	12	University of Helsinki	6182	5943		1.06
GCA_023546805.1	ASM2354680v1	Chroococcidiopsis sp. CCNUC1	2653189	OK		CCNUC1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6955760	3	Complete Genome	2022-05-25		6353536	6353536	3	Central China Normal University	6483	6291		1.99
GCF_023546805.1	ASM2354680v1	Chroococcidiopsis sp. CCNUC1	2653189	OK		CCNUC1					GCF_023546805.1-RS_2024_08_27	6955760	3	Complete Genome	2022-05-25		6353536	6353536	3	Central China Normal University	6551	6271		1.99
GCA_000316625.1	ASM31662v1	Nostoc sp. PCC 7107	317936	Inconclusive		PCC 7107					Annotation submitted by JGI	6329823	1	Complete Genome	2012-12-04		6329823	6329823	1	JGI	5538	5237		0.5
GCF_000316625.1	ASM31662v1	Nostoc sp. PCC 7107	317936	Inconclusive		PCC 7107					GCF_000316625.1-RS_2024_07_22	6329823	1	Complete Genome	2012-12-04		6329823	6329823	1	JGI	5531	5326		0.5
GCA_016446395.1	ASM1644639v1	[Phormidium] sp. ETS-05	222819	Inconclusive		ETS-05						6286783	1	Complete Genome	2020-12-30		6286783	6286783	1	University of Padova				0.72
GCF_016446395.1	ASM1644639v1	[Phormidium] sp. ETS-05	222819	Inconclusive		ETS-05					GCF_016446395.1-RS_2024_09_22	6286783	1	Complete Genome	2020-12-30		6286783	6286783	1	University of Padova	5699	5436		0.72
GCA_047275885.1	ASM4727588v1	Anabaena azotica SJ-1	3392114	Inconclusive		SJ-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6477821	9	Complete Genome	2025-01-28		6115153	6115153	9	Key Lab of Soil and Sustainable, Institute of Soil Science, Chinese Academy of Sciences	5603	5415		1.25
GCF_047275885.1	ASM4727588v1	Anabaena azotica SJ-1	3392114	Inconclusive		SJ-1					GCF_047275885.1-RS_2025_01_28	6477821	9	Complete Genome	2025-01-29		6115153	6115153	9	Key Lab of Soil and Sustainable, Institute of Soil Science, Chinese Academy of Sciences	5603	5415		1.25
GCA_002368395.1	ASM236839v1	Calothrix sp. NIES-3974	2005462	Inconclusive		NIES-3974					Annotation submitted by Toyohashi University of Technology	5985875	1	Complete Genome	2017-06-25		5985875	5985875	1	Toyohashi University of Technology	4869	4821		5.92
GCF_002368395.1	ASM236839v1	Calothrix sp. NIES-3974	2005462	Inconclusive		NIES-3974					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5985875	1	Complete Genome	2017-06-25		5985875	5985875	1	Toyohashi University of Technology	4815	4664		5.92
GCA_003945305.1	ASM394530v1	Microcystis viridis NIES-102	213615	Inconclusive		NIES-102					Annotation submitted by National Institute for Environmental Studies	5874197	1	Complete Genome	2018-11-22		5874197	5874197	1	National Institute for Environmental Studies	5599	5330		0.09
GCF_003945305.1	ASM394530v1	Microcystis viridis NIES-102	213615	Inconclusive		NIES-102					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5874197	1	Complete Genome	2018-11-22		5874197	5874197	1	National Institute for Environmental Studies	5786	5028		0.09
GCA_001548455.1	ASM154845v1	Fischerella sp. NIES-3754	1752063	OK		NIES-3754					Annotation submitted by Toyohashi University of Technology	5826863	3	Complete Genome	2015-12-17		5821603	5821603	3	Toyohashi University of Technology	4996	4939		1.13
GCF_001548455.1	ASM154845v1	Fischerella sp. NIES-3754	1752063	OK		NIES-3754					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5826863	3	Complete Genome	2015-12-17		5821603	5821603	3	Toyohashi University of Technology	4986	4772		1.13
GCA_044923475.1	ASM4492347v1	Altericista sp. CCNU0014	3082949	Inconclusive		CCNU0014					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5791642	1	Complete Genome	2024-11-15		5791642	5791642	1	School of Life Sciences, Central China Normal University	5459	5315		0.54
GCF_044923475.1	ASM4492347v1	Altericista sp. CCNU0014	3082949	Inconclusive		CCNU0014					GCF_044923475.1-RS_2024_11_16	5791642	1	Complete Genome	2024-11-20		5791642	5791642	1	School of Life Sciences, Central China Normal University	5497	5335		0.54
GCA_001277295.1	ASM127729v1	Anabaena sp. WA102	1647413	OK		WA102					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5782034	2	Complete Genome	2015-09-01		5705437	5705437	2	Oregon State University	5179	4742		1.6
GCF_001277295.1	ASM127729v1	Anabaena sp. WA102	1647413	OK		WA102			1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5782034	2	Complete Genome	2015-09-01		5705437	5705437	2	Oregon State University	5346	5108		1.6
GCA_021497025.1	ASM2149702v1	Acaryochloris sp. 'Moss Beach'	2740837	OK		Moss Beach					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7254703	11	Complete Genome	2022-01-18		5699248	5699248	11	Northern Illinois University	6658	5843		2.85
GCF_021497025.1	ASM2149702v1	Acaryochloris sp. 'Moss Beach'	2740837	OK		Moss Beach					GCF_021497025.1-RS_2024_11_06	7254703	11	Complete Genome	2022-01-18		5699248	5699248	11	Northern Illinois University	6908	6436		2.85
GCA_001264245.1	ASM126424v1	Microcystis panniformis FACHB-1757	1638788	Inconclusive		FACHB-1757					Annotation submitted by Wuxi Environmental Monitoring Centre & Southeast University	5686839	1	Complete Genome	2015-08-11		5686839	5686839	1	Wuxi Environmental Monitoring Centre & Southeast University	6263	5974		0.88
GCF_001264245.1	ASM126424v1	Microcystis panniformis FACHB-1757	1638788	Inconclusive		FACHB-1757					GCF_001264245.1-RS_2024_08_13	5686839	1	Complete Genome	2015-08-11		5686839	5686839	1	Wuxi Environmental Monitoring Centre & Southeast University	5640	4846		0.88
GCA_016919485.1	ASM1691948v1	Thermoleptolyngbya sp. PKUAC-SCTB121	2811482	OK		PKUAC-SCTB121						5490383	1	Complete Genome	2021-02-23		5490383	5490383	1	Peking University				0.54
GCF_016919485.1	ASM1691948v1	Thermoleptolyngbya sp. PKUAC-SCTB121	2811482	OK		PKUAC-SCTB121					GCF_016919485.1-RS_2024_11_06	5490383	1	Complete Genome	2021-02-23		5490383	5490383	1	Peking University	4539	4383		0.54
GCA_001548395.1	ASM154839v1	Leptolyngbya sp. O-77	1080068	Inconclusive		O-77					Annotation submitted by Kyushu University	5480261	1	Complete Genome	2016-01-29		5480261	5480261	1	Kyushu University	4917	4865		4.75
GCF_001548395.1	ASM154839v1	Leptolyngbya sp. O-77	1080068	Inconclusive		O-77					GCF_001548395.1-RS_2025_01_08	5480261	1	Complete Genome	2016-01-29		5480261	5480261	1	Kyushu University	4894	4733		4.75
GCA_000317555.1	ASM31755v1	Gloeocapsa sp. PCC 7428	1173026	Inconclusive		PCC 7428					Annotation submitted by JGI	5882710	5	Complete Genome	2012-12-06		5431448	5431448	5	JGI	5304	5011		1.35
GCF_000317555.1	ASM31755v1	Gloeocapsa sp. PCC 7428	1173026	Inconclusive		PCC 7428					GCF_000317555.1-RS_2024_08_13	5882710	5	Complete Genome	2012-12-06		5431448	5431448	5	JGI	5297	5153		1.35
GCA_963665995.1	glFlaMari1.Pleurocapsa_sp_1.1	Pleurocapsa sp. FMAR1	3040204	Inconclusive					44838			5429540	1	Complete Genome	2023-11-17		5429540	5429540	1	WELLCOME SANGER INSTITUTE				6.73
GCF_963665995.1	glFlaMari1.Pleurocapsa_sp_1.1	Pleurocapsa sp. FMAR1	3040204	Inconclusive					44838		GCF_963665995.1-RS_2025_01_30	5429540	1	Complete Genome	2023-11-17		5429540	5429540	1	WELLCOME SANGER INSTITUTE	5290	5008		6.73
GCA_008121535.1	ASM812153v1	Dolichospermum sp. UHCC 0315A	1914871	Inconclusive		UHCC 0315A					Annotation submitted by Universtiy of Helsinki	5642022	4	Complete Genome	2019-08-28		5407479	5407479	4	Universtiy of Helsinki	5141	5074		0.31
GCF_008121535.1	ASM812153v1	Dolichospermum sp. UHCC 0315A	1914871	Inconclusive		UHCC 0315A					GCF_008121535.1-RS_2024_08_24	5642022	4	Complete Genome	2019-08-28		5407479	5407479	4	Universtiy of Helsinki	5265	5023		0.31
GCA_000316605.1	ASM31660v1	[Leptolyngbya] sp. PCC 7376	111781	Inconclusive							Annotation submitted by DOE Joint Genome Institute	5125950	1	Complete Genome	2012-12-04		5125950	5125950	1	DOE Joint Genome Institute	4654	4228		1.39
GCF_000316605.1	ASM31660v1	[Leptolyngbya] sp. PCC 7376	111781	Inconclusive		PCC 7376					GCF_000316605.1-RS_2024_11_05	5125950	1	Complete Genome	2012-12-04		5125950	5125950	1	DOE Joint Genome Institute	4730	4395		1.39
GCA_003019735.1	ASM301973v1	Microcystis sp. MC19	1967666	OK		MC19					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5020243	1	Complete Genome	2018-03-27		5020243	5020243	1	Korea Research Institute of Bioscience and Biotechnology (KRIBB)	5063	4535		0.88
GCF_003019735.1	ASM301973v1	Microcystis sp. MC19	1967666	OK		MC19					GCF_003019735.1-RS_2024_08_24	5020243	1	Complete Genome	2018-03-27		5020243	5020243	1	Korea Research Institute of Bioscience and Biotechnology (KRIBB)	4934	4589		0.88
